"date","time","size","r_version","r_arch","r_os","package","version","country","ip_id"
"2015-01-01","00:52:44",161144,"3.1.0","x86_64","mingw32","Formula","1.1-2","US",1
"2015-01-01","00:52:46",2063044,"3.1.0","x86_64","mingw32","latticeExtra","0.6-26","US",1
"2015-01-01","00:52:47",69768,"3.1.0","x86_64","mingw32","acepack","1.3-3.3","US",1
"2015-01-01","00:52:48",1567927,"3.1.0","x86_64","mingw32","Hmisc","3.14-6","US",1
"2015-01-01","00:52:33",1582729,"3.1.2","x86_64","linux-gnu","XML","3.98-1.1","US",2
"2015-01-01","00:52:44",9845,NA,NA,NA,"SPSL","0.1-7","FR",3
"2015-01-01","00:52:39",14616,NA,NA,NA,"igraph","0.7.1","CN",4
"2015-01-01","00:51:19",466175,"3.1.2","x86_64","darwin13.4.0","animation","2.3","US",5
"2015-01-01","00:52:35",284237,"3.1.2","x86_64","mingw32","som","0.3-5","GB",6
"2015-01-01","00:52:36",768436,"3.1.2","x86_64","darwin13.4.0","kohonen","2.0.15","GB",6
"2015-01-01","00:53:16",41721253,"3.1.2","x86_64","darwin13.4.0","h2o","2.8.1.1","US",7
"2015-01-01","00:52:54",103026,"3.1.2","x86_64","darwin13.4.0","hash","2.2.6","GB",6
"2015-01-01","00:52:55",371490,"3.1.0","x86_64","mingw32","orderbook","1.03","GB",6
"2015-01-01","00:53:14",7166,NA,NA,NA,"rrBLUP","1.2","FR",8
"2015-01-01","00:52:43",3097720,NA,NA,NA,"plot3D","1.0-2","CN",9
"2015-01-01","00:52:44",514,NA,NA,NA,"plot3Drgl","1.0","CN",9
"2015-01-01","00:52:47",194070,NA,NA,NA,"plot3Drgl","1.0","CN",9
"2015-01-01","00:52:48",514,NA,NA,NA,"plotGoogleMaps","2.1","CN",9
"2015-01-01","00:52:55",444571,NA,NA,NA,"plotGoogleMaps","2.1","CN",9
"2015-01-01","00:52:58",516,NA,NA,NA,"plotKML","0.4-8","CN",9
"2015-01-01","00:53:05",33878,"3.1.2","x86_64","mingw32","manipulate","1.0.1","GB",6
"2015-01-01","00:53:29",2680909,"3.1.2","x86_64","mingw32","corrplot","0.73","US",1
"2015-01-01","00:53:22",236263,"3.1.2","x86_64","mingw32","NLP","0.1-5","US",10
"2015-01-01","00:53:23",72391,"3.1.1","x86_64","mingw32","arrayhelpers","0.76-20120816","US",10
"2015-01-01","00:53:23",34207,"3.1.1","x86_64","mingw32","base64enc","0.1-2","US",10
"2015-01-01","00:53:24",36540,"3.1.1","x86_64","mingw32","bitops","1.0-6","US",10
"2015-01-01","00:53:24",108306,"3.1.1","x86_64","mingw32","chron","2.3-45","US",10
"2015-01-01","00:53:25",384166,"3.1.1","x86_64","mingw32","colorspace","1.2-4","US",10
"2015-01-01","00:53:25",154353,"3.1.2","x86_64","darwin13.4.0","DBI","0.3.1","US",10
"2015-01-01","00:53:26",285233,"3.1.1","x86_64","linux-gnu","devtools","1.6.1","US",10
"2015-01-01","00:53:27",148214,"3.1.1","x86_64","linux-gnu","dichromat","2.0-0","US",10
"2015-01-01","00:53:27",150230,"3.1.1","x86_64","linux-gnu","digest","0.6.7","US",10
"2015-01-01","00:53:10",52298,"3.1.2","x86_64","mingw32","quadprog","1.5-5","TW",11
"2015-01-01","00:53:10",688745,"3.1.2","x86_64","mingw32","BB","2014.10-1","TW",11
"2015-01-01","00:53:11",768983,"3.1.2","x86_64","mingw32","R.oo","1.18.0","TW",11
"2015-01-01","00:53:11",56391,"3.1.2","x86_64","mingw32","R.methodsS3","1.6.1","TW",11
"2015-01-01","00:53:12",78577,"3.1.2","x86_64","mingw32","NPCD","1.0-7","TW",11
"2015-01-01","00:53:06",455291,"3.1.2","x86_64","mingw32","quantmod","0.4-3","GB",6
"2015-01-01","00:53:56",9056,"3.1.2","x86_64","mingw32","manipulate","1.0.1","US",12
"2015-01-01","00:53:53",98502,"3.1.2","x86_64","mingw32","digest","0.6.8","US",12
"2015-01-01","00:53:56",6346,"3.1.2","x86_64","mingw32","rstudioapi","0.2","US",12
"2015-01-01","00:53:46",12139214,"3.1.2","x86_64","mingw32","ElemStatLearn","2012.04-0","US",10
"2015-01-01","00:53:46",39247,"3.1.2","x86_64","mingw32","evaluate","0.5.5","US",10
"2015-01-01","00:53:51",2674723,"3.1.2","x86_64","mingw32","ggplot2","1.0.0","US",10
"2015-01-01","00:53:51",35031,"3.1.2","x86_64","mingw32","glm2","1.1.2","US",10
"2015-01-01","00:53:52",349001,"3.1.2","x86_64","mingw32","gsubfn","0.6-6","US",10
"2015-01-01","00:53:52",64521,"3.1.2","x86_64","mingw32","gtable","0.1.2","US",10
"2015-01-01","00:53:53",388355,"3.1.2","x86_64","mingw32","httr","0.6.0","US",10
"2015-01-01","00:53:53",234416,"3.1.2","x86_64","mingw32","installr","0.15.3","US",10
"2015-01-01","00:53:55",927671,"3.1.2","x86_64","mingw32","jsonlite","0.9.14","US",10
"2015-01-01","00:53:55",41396,"3.1.2","x86_64","mingw32","labeling","0.3","US",10
"2015-01-01","00:53:57",1085041,"3.1.2","x86_64","mingw32","MASS","7.3-35","US",10
"2015-01-01","00:53:57",17371,"3.1.2","x86_64","mingw32","memoise","0.2.1","US",10
"2015-01-01","00:53:57",35507,"3.1.2","x86_64","mingw32","mime","0.2","US",10
"2015-01-01","00:53:58",126157,"3.1.2","x86_64","mingw32","munsell","0.4.2","US",10
"2015-01-01","00:54:00",1150916,"3.1.2","x86_64","mingw32","plyr","1.8.1","US",10
"2015-01-01","00:54:00",459039,"3.1.2","x86_64","mingw32","proto","0.3-10","US",10
"2015-01-01","00:54:01",123775,"3.1.2","x86_64","mingw32","R6","2.0.1","US",10
"2015-01-01","00:54:01",27200,"3.1.2","x86_64","mingw32","RColorBrewer","1.1-2","US",10
"2015-01-01","00:54:05",3029833,"3.1.2","x86_64","mingw32","Rcpp","0.11.3","US",10
"2015-01-01","00:54:08",2704439,"3.1.2","x86_64","mingw32","RCurl","1.95-4.5","US",10
"2015-01-01","00:54:08",128070,"3.1.1","x86_64","mingw32","reshape","0.8.5","US",10
"2015-01-01","00:54:09",499334,"3.1.1","x86_64","mingw32","reshape2","1.4.1","US",10
"2015-01-01","00:54:10",1211852,"3.1.2","x86_64","darwin13.4.0","RSQLite","1.0.0","US",10
"2015-01-01","00:54:11",16650,"3.1.0","x86_64","darwin13.1.0","rstudioapi","0.1","US",10
"2015-01-01","00:54:11",152316,"3.1.0","x86_64","darwin13.1.0","scales","0.2.4","US",10
"2015-01-01","00:54:11",30487,"3.1.2","x86_64","mingw32","sendmailR","1.2-1","US",10
"2015-01-01","00:54:12",112063,"3.1.2","x86_64","mingw32","slam","0.1-32","US",10
"2015-01-01","00:54:12",72189,"3.1.2","x86_64","mingw32","sqldf","0.4-10","US",10
"2015-01-01","00:54:12",75610,"3.1.2","x86_64","mingw32","stringr","0.6.2","US",10
"2015-01-01","00:54:08",230169,"3.1.2","x86_64","mingw32","caTools","1.17.1","US",13
"2015-01-01","00:54:06",180600,"3.1.0","x86_64","mingw32","yaml","2.1.13","US",13
"2015-01-01","00:54:16",2661927,"3.1.0","x86_64","darwin13.1.0","ggplot2","1.0.0","CA",14
"2015-01-01","00:54:26",43432,"3.1.0","x86_64","darwin13.1.0","lazyeval","0.1.9","HK",15
"2015-01-01","00:54:28",3871416,"3.1.2","x86_64","darwin13.4.0","dplyr","0.3.0.2","HK",15
"2015-01-01","00:54:20",44831,NA,NA,NA,"BayesVarSel","1.3","FR",16
"2015-01-01","00:54:20",20553,NA,NA,NA,"fastcluster","1.0.2","FR",3
"2015-01-01","00:54:32",206392,NA,NA,NA,"Rcpp","0.6.3","FR",17
"2015-01-01","00:53:46",2975489,NA,NA,NA,"plotKML","0.4-8","CN",9
"2015-01-01","00:53:48",515,NA,NA,NA,"plotMCMC","2.0-0","CN",9
"2015-01-01","00:54:08",1004245,NA,NA,NA,"plotMCMC","2.0-0","CN",9
"2015-01-01","00:54:10",514,NA,NA,NA,"plotROC","1.2","CN",9
"2015-01-01","00:54:24",609556,NA,NA,NA,"plotROC","1.2","CN",9
"2015-01-01","00:54:26",514,NA,NA,NA,"plotSEMM","2.0","CN",9
"2015-01-01","00:54:33",450263,NA,NA,NA,"plotSEMM","2.0","CN",9
"2015-01-01","00:54:34",514,NA,NA,NA,"plotmo","2.2.0","CN",9
"2015-01-01","00:54:13",698539,"3.1.0","x86_64","mingw32","tm","0.6","US",10
"2015-01-01","00:54:14",65235,"3.1.0","x86_64","mingw32","whisker","0.3-2","US",10
"2015-01-01","00:54:15",467269,"3.1.0","x86_64","mingw32","wordcloud","2.5","US",10
"2015-01-01","00:54:19",4290400,"3.1.0","x86_64","mingw32","XML","3.98-1.1","US",10
"2015-01-01","00:54:20",879103,"3.1.0","x86_64","mingw32","zoo","1.7-11","US",10
"2015-01-01","00:54:44",507622,"3.1.0","x86_64","mingw32","rpart.plot","1.5.1","US",1
"2015-01-01","00:54:25",148006,"3.1.0","x86_64","mingw32","magrittr","1.5","HK",15
"2015-01-01","00:54:26",154182,"3.1.1","x86_64","mingw32","DBI","0.3.1","HK",15
"2015-01-01","00:54:36",216031,"3.1.2","x86_64","linux-gnu","mvtnorm","1.0-2","US",18
"2015-01-01","00:54:25",111125,"3.1.2","x86_64","linux-gnu","R6","2.0.1","HK",15
"2015-01-01","00:54:56",1582738,"3.1.0","x86_64","mingw32","XML","3.98-1.1","US",2
"2015-01-01","00:55:01",180595,"3.1.2","x86_64","linux-gnu","yaml","2.1.13","US",19
"2015-01-01","00:55:10",781886,"3.0.2","x86_64","darwin10.8.0","pROC","1.7.3","US",1
"2015-01-01","00:54:37",3330122,"3.1.2","x86_64","mingw32","rattle","3.4.1","US",20
"2015-01-01","00:55:21",570059,"3.1.2","x86_64","mingw32","sjPlot","1.6.5","US",21
"2015-01-01","00:55:10",33445,NA,NA,NA,"ordinal","2011.08-12","FR",22
"2015-01-01","00:55:01",86281,"3.1.2","x86_64","mingw32","htmltools","0.2.6","US",19
"2015-01-01","00:54:56",35502,"3.1.2","x86_64","mingw32","mime","0.2","US",19
"2015-01-01","00:54:57",39242,"3.1.2","x86_64","mingw32","evaluate","0.5.5","US",19
"2015-01-01","00:54:58",164900,"3.1.2","x86_64","mingw32","markdown","0.7.4","US",19
"2015-01-01","00:55:23",128070,"3.1.2","i386","mingw32","reshape","0.8.5","US",1
"2015-01-01","00:55:31",2550885,"3.1.0","x86_64","mingw32","mclust","4.4","US",1
"2015-01-01","00:55:32",1408391,"3.1.0","x86_64","mingw32","flexmix","2.3-12","US",1
"2015-01-01","00:55:33",279934,"3.1.0","x86_64","mingw32","prabclus","2.2-4","US",1
"2015-01-01","00:55:34",162944,"3.1.0","x86_64","mingw32","diptest","0.75-6","US",1
"2015-01-01","00:55:35",2051163,"3.1.0","x86_64","mingw32","kernlab","0.9-19","US",1
"2015-01-01","00:55:35",16382,"3.1.2","i386","mingw32","trimcluster","0.1-2","US",1
"2015-01-01","00:55:36",435122,"3.0.2","x86_64","linux-gnu","fpc","2.1-9","US",1
"2015-01-01","00:54:36",276759,NA,NA,NA,"plotmo","2.2.0","CN",9
"2015-01-01","00:54:38",512,NA,NA,NA,"plotpc","1.0.3","CN",9
"2015-01-01","00:54:38",514,NA,NA,NA,"plotrix","3.5-10","CN",9
"2015-01-01","00:54:39",514,NA,NA,NA,"plsRbeta","0.2.0","CN",9
"2015-01-01","00:54:42",166297,NA,NA,NA,"plsRbeta","0.2.0","CN",9
"2015-01-01","00:54:43",514,NA,NA,NA,"plsRcox","1.7.2","CN",9
"2015-01-01","00:54:49",313696,NA,NA,NA,"plsRcox","1.7.2","CN",9
"2015-01-01","00:54:52",516,NA,NA,NA,"plsRglm","1.1.1","CN",9
"2015-01-01","00:55:35",1850230,NA,NA,NA,"plsRglm","1.1.1","CN",9
"2015-01-01","00:55:37",514,NA,NA,NA,"pls","2.4-3","CN",9
"2015-01-01","00:54:07",86286,"3.1.1","x86_64","mingw32","htmltools","0.2.6","US",13
"2015-01-01","00:55:36",231397,"3.1.1","x86_64","mingw32","boot","1.3-13","US",2
"2015-01-01","00:56:00",23665,"3.1.1","x86_64","mingw32","R.methodsS3","1.6.1","US",2
"2015-01-01","00:56:06",384459,"3.0.2","x86_64","linux-gnu","rggobi","2.1.20","US",1
"2015-01-01","00:56:01",110300,"3.0.2","x86_64","linux-gnu","matrixStats","0.12.2","US",2
"2015-01-01","00:56:10",3176058,"3.0.2","x86_64","darwin10.8.0","psych","1.4.8.11","US",23
"2015-01-01","00:56:05",14621,NA,NA,NA,"TraMineR","1.8-3","FR",17
"2015-01-01","00:56:19",57223,"3.1.1","x86_64","mingw32","KRLS","0.3-7","US",24
"2015-01-01","00:55:52",282963,"3.1.1","x86_64","mingw32","TTR","0.22-0","US",25
"2015-01-01","00:56:05",662595,"3.1.2","x86_64","mingw32","xts","0.9-7","US",25
"2015-01-01","00:56:07",456487,"3.1.2","x86_64","mingw32","quantmod","0.4-3","US",25
"2015-01-01","00:56:14",3058136,"3.1.1","x86_64","mingw32","DMwR","0.4.1","US",25
"2015-01-01","00:54:58",51065,"3.1.1","x86_64","mingw32","formatR","1.0","US",19
"2015-01-01","00:55:02",36535,"3.1.0","x86_64","mingw32","bitops","1.0-6","US",19
"2015-01-01","00:56:35",1496733,"3.1.2","x86_64","mingw32","sp","1.0-16","US",26
"2015-01-01","00:56:28",804219,"3.1.2","x86_64","mingw32","timeDate","3011.99","US",1
"2015-01-01","00:56:28",1604152,"3.1.1","x86_64","mingw32","timeSeries","3011.98","US",1
"2015-01-01","00:56:29",869138,"3.1.1","x86_64","mingw32","gss","2.1-4","US",1
"2015-01-01","00:56:30",41594,"3.1.1","x86_64","mingw32","stabledist","0.6-6","US",1
"2015-01-01","00:56:30",1547446,"3.1.1","x86_64","mingw32","fBasics","3011.87","US",1
"2015-01-01","00:55:54",695634,NA,NA,NA,"pls","2.4-3","CN",9
"2015-01-01","00:55:56",514,NA,NA,NA,"plsdepot","0.1.17","CN",9
"2015-01-01","00:55:58",123502,NA,NA,NA,"plsdepot","0.1.17","CN",9
"2015-01-01","00:55:59",513,NA,NA,NA,"plsdof","0.2-7","CN",9
"2015-01-01","00:56:00",98613,NA,NA,NA,"plsdof","0.2-7","CN",9
"2015-01-01","00:56:02",516,NA,NA,NA,"plsgenomics","1.2-6","CN",9
"2015-01-01","00:56:31",1270949,NA,NA,NA,"plsgenomics","1.2-6","CN",9
"2015-01-01","00:56:33",514,NA,NA,NA,"plspm","0.4.1","CN",9
"2015-01-01","00:56:45",540429,NA,NA,NA,"plspm","0.4.1","CN",9
"2015-01-01","00:56:05",33445,NA,NA,NA,"fAsianOptions","3010.79","SA",27
"2015-01-01","00:56:44",13038951,"3.1.1","x86_64","mingw32","rgdal","0.9-1","US",26
"2015-01-01","00:56:17",165882,"3.1.1","x86_64","mingw32","RMySQL","0.9-3","US",28
"2015-01-01","00:54:57",150225,"3.1.1","x86_64","mingw32","digest","0.6.7","US",19
"2015-01-01","00:54:58",33565,"3.1.1","x86_64","mingw32","highr","0.4","US",19
"2015-01-01","00:54:59",75605,"3.1.1","x86_64","mingw32","stringr","0.6.2","US",19
"2015-01-01","00:55:00",769478,"3.1.1","x86_64","mingw32","knitr","1.8","US",19
"2015-01-01","00:55:02",230164,"3.1.1","x86_64","mingw32","caTools","1.17.1","US",19
"2015-01-01","00:57:14",1636480,"3.1.1","x86_64","mingw32","pastecs","1.3-18","US",23
"2015-01-01","00:56:42",5892,NA,NA,NA,"ds","2.0","FR",29
"2015-01-01","00:57:24",11482638,"3.1.1","x86_64","mingw32","BH","1.55.0-1","JP",30
"2015-01-01","00:57:25",150230,"3.1.1","x86_64","mingw32","digest","0.6.7","JP",30
"2015-01-01","00:57:25",388355,"3.1.1","x86_64","mingw32","httr","0.6.0","JP",30
"2015-01-01","00:57:26",36164,"3.1.1","x86_64","mingw32","manipulate","1.0.1","JP",30
"2015-01-01","00:57:26",456487,"3.1.1","x86_64","mingw32","quantmod","0.4-3","JP",30
"2015-01-01","00:57:29",1286575,"3.1.1","x86_64","mingw32","rmarkdown","0.4.2","JP",30
"2015-01-01","00:57:37",13437321,"3.1.1","x86_64","mingw32","stringi","0.4-1","JP",30
"2015-01-01","00:57:39",499121,"3.1.1","x86_64","mingw32","astsa","1.3","CA",31
"2015-01-01","00:56:47",512,NA,NA,NA,"plugdensity","0.8-3","CN",9
"2015-01-01","00:56:48",514,NA,NA,NA,"plumbr","0.6.9","CN",9
"2015-01-01","00:56:50",155089,NA,NA,NA,"plumbr","0.6.9","CN",9
"2015-01-01","00:56:51",515,NA,NA,NA,"plus","1.0","CN",9
"2015-01-01","00:56:52",512,NA,NA,NA,"plusser","0.4-0","CN",9
"2015-01-01","00:56:52",57516,NA,NA,NA,"plusser","0.4-0","CN",9
"2015-01-01","00:56:53",516,NA,NA,NA,"plyr","1.8.1","CN",9
"2015-01-01","00:57:17",1150910,NA,NA,NA,"plyr","1.8.1","CN",9
"2015-01-01","00:57:19",512,NA,NA,NA,"pmcgd","1.1","CN",9
"2015-01-01","00:57:20",48094,NA,NA,NA,"pmcgd","1.1","CN",9
"2015-01-01","00:57:21",514,NA,NA,NA,"pmg","0.9-43","CN",9
"2015-01-01","00:57:25",220036,NA,NA,NA,"pmg","0.9-43","CN",9
"2015-01-01","00:57:27",512,NA,NA,NA,"pmlr","1.0","CN",9
"2015-01-01","00:57:27",512,NA,NA,NA,"pmmlTransformations","1.2.2","CN",9
"2015-01-01","00:57:28",58482,NA,NA,NA,"pmmlTransformations","1.2.2","CN",9
"2015-01-01","00:57:30",514,NA,NA,NA,"pmml","1.4.2","CN",9
"2015-01-01","00:57:32",184442,NA,NA,NA,"pmml","1.4.2","CN",9
"2015-01-01","00:57:33",513,NA,NA,NA,"pmr","1.2.4","CN",9
"2015-01-01","00:57:33",514,NA,NA,NA,"png","0.1-7","CN",9
"2015-01-01","00:57:34",512,NA,NA,NA,"pnmtrem","1.3","CN",9
"2015-01-01","00:57:35",45341,NA,NA,NA,"pnmtrem","1.3","CN",9
"2015-01-01","00:57:36",512,NA,NA,NA,"pnn","1.0.1","CN",9
"2015-01-01","00:57:37",40858,NA,NA,NA,"pnn","1.0.1","CN",9
"2015-01-01","00:57:38",514,NA,NA,NA,"poLCA","1.4.1","CN",9
"2015-01-01","00:57:45",420488,NA,NA,NA,"poLCA","1.4.1","CN",9
"2015-01-01","00:57:47",512,NA,NA,NA,"pocrm","0.8","CN",9
"2015-01-01","00:57:48",21406,NA,NA,NA,"pocrm","0.8","CN",9
"2015-01-01","00:57:48",512,NA,NA,NA,"poibin","1.2","CN",9
"2015-01-01","00:57:49",514,NA,NA,NA,"poilog","0.4","CN",9
"2015-01-01","00:57:49",516,NA,NA,NA,"pointdensityP","0.1","CN",9
"2015-01-01","00:57:49",514,NA,NA,NA,"poisson.glm.mix","1.2","CN",9
"2015-01-01","00:57:50",512,NA,NA,NA,"poistweedie","1.0","CN",9
"2015-01-01","00:57:50",512,NA,NA,NA,"polidata","0.1.0","CN",9
"2015-01-01","00:57:51",28053,NA,NA,NA,"polidata","0.1.0","CN",9
"2015-01-01","00:57:51",514,NA,NA,NA,"pollstR","1.1.1","CN",9
"2015-01-01","00:57:45",19755,"3.1.2","x86_64","linux-gnu","cubature","1.1-2","CA",31
"2015-01-01","00:57:18",344765,NA,NA,NA,"mixcat","1.0-3","FR",32
"2015-01-01","00:57:49",705182,"3.1.2","x86_64","linux-gnu","lattice","0.20-29","US",33
"2015-01-01","00:57:52",1151001,"3.1.2","x86_64","linux-gnu","mice","2.22","US",1
"2015-01-01","00:57:57",14622,NA,NA,NA,"bios2mds","1.2.2","FR",8
"2015-01-01","00:57:32",87707,NA,NA,NA,"desire","1.0.7","FR",29
"2015-01-01","00:58:07",13173,NA,NA,NA,"arm","1.0-2","FR",29
"2015-01-01","00:58:31",1567922,"3.1.2","x86_64","linux-gnu","Hmisc","3.14-6","US",34
"2015-01-01","00:58:29",2063039,"3.0.2","x86_64","linux-gnu","latticeExtra","0.6-26","US",34
"2015-01-01","00:58:23",128065,"3.1.2","x86_64","linux-gnu","reshape","0.8.5","CN",35
"2015-01-01","00:58:17",3029828,"3.1.2","x86_64","linux-gnu","Rcpp","0.11.3","CN",35
"2015-01-01","00:58:27",161139,"3.1.2","x86_64","linux-gnu","Formula","1.1-2","US",34
"2015-01-01","00:58:30",69763,"3.1.2","x86_64","linux-gnu","acepack","1.3-3.3","US",34
"2015-01-01","00:57:59",180595,"3.1.2","x86_64","linux-gnu","yaml","2.1.13","US",36
"2015-01-01","00:58:55",401091,"3.1.2","x86_64","darwin13.4.0","xlsx","0.5.7","US",37
"2015-01-01","00:57:54",163631,NA,NA,NA,"pollstR","1.1.1","CN",9
"2015-01-01","00:57:55",514,NA,NA,NA,"polspline","1.1.9","CN",9
"2015-01-01","00:57:55",514,NA,NA,NA,"polyCub","0.5-1","CN",9
"2015-01-01","00:58:02",244800,NA,NA,NA,"polyCub","0.5-1","CN",9
"2015-01-01","00:58:04",514,NA,NA,NA,"polySegratioMM","0.6-3","CN",9
"2015-01-01","00:58:19",712219,NA,NA,NA,"polySegratioMM","0.6-3","CN",9
"2015-01-01","00:58:20",514,NA,NA,NA,"polySegratio","0.2-4","CN",9
"2015-01-01","00:58:21",512,NA,NA,NA,"polyaAeppli","2.0","CN",9
"2015-01-01","00:58:22",514,NA,NA,NA,"polyapost","1.1-6","CN",9
"2015-01-01","00:58:28",246085,NA,NA,NA,"polyapost","1.1-6","CN",9
"2015-01-01","00:58:30",514,NA,NA,NA,"polyclip","1.3-0","CN",9
"2015-01-01","00:58:30",512,NA,NA,NA,"polycor","0.7-8","CN",9
"2015-01-01","00:58:31",33938,NA,NA,NA,"polycor","0.7-8","CN",9
"2015-01-01","00:58:32",512,NA,NA,NA,"polynom","1.3-8","CN",9
"2015-01-01","00:58:32",514,NA,NA,NA,"polysat","1.3-3","CN",9
"2015-01-01","00:58:46",726241,NA,NA,NA,"polysat","1.3-3","CN",9
"2015-01-01","00:58:47",514,NA,NA,NA,"polytomous","0.1.6","CN",9
"2015-01-01","00:58:54",551304,NA,NA,NA,"polytomous","0.1.6","CN",9
"2015-01-01","00:58:56",514,NA,NA,NA,"polywog","0.4-0","CN",9
"2015-01-01","00:58:23",18988,NA,NA,NA,"ifs","0.0-6","FR",16
"2015-01-01","00:58:29",38527,NA,NA,NA,"TSdbi","2008.8-1","FR",38
"2015-01-01","00:58:53",95172,NA,NA,NA,"mbest","0.1","FR",39
"2015-01-01","00:58:21",1150914,"3.0.2","x86_64","darwin10.8.0","plyr","1.8.1","CN",35
"2015-01-01","00:59:04",512,NA,NA,NA,"pom","1.1","CN",40
"2015-01-01","00:59:05",514,NA,NA,NA,"pomp","0.53-5","CN",40
"2015-01-01","00:59:11",743743,NA,NA,NA,"pomp","0.53-5","CN",40
"2015-01-01","00:59:12",512,NA,NA,NA,"pooh","0.2-1","CN",40
"2015-01-01","00:59:13",514,NA,NA,NA,"popKorn","0.3-0","CN",40
"2015-01-01","00:59:16",321109,NA,NA,NA,"popKorn","0.3-0","CN",40
"2015-01-01","00:59:00",132860,"3.0.2","x86_64","darwin10.8.0","GPArotation","2014.11-1","TW",11
"2015-01-01","00:59:01",3029833,"3.1.1","x86_64","darwin13.1.0","Rcpp","0.11.3","TW",11
"2015-01-01","00:59:02",388531,"3.0.2","x86_64","darwin10.8.0","sfsmisc","1.0-26","TW",11
"2015-01-01","00:59:03",97949,"3.0.2","x86_64","darwin10.8.0","numDeriv","2012.9-1","TW",11
"2015-01-01","00:59:06",1550568,"3.0.2","x86_64","darwin10.8.0","mirt","1.7","TW",11
"2015-01-01","00:56:54",21989,"3.1.1","x86_64","linux-gnu","spaa","0.2.1","NL",41
"2015-01-01","00:58:38",14621,NA,NA,NA,"lessR","1.8.2","FR",42
"2015-01-01","00:58:53",1819780,"3.1.1","x86_64","linux-gnu","mgcv","1.8-4","US",43
"2015-01-01","00:58:53",33782,"3.1.1","x86_64","linux-gnu","manipulate","1.0.1","US",43
"2015-01-01","00:59:20",257503,"3.1.1","x86_64","linux-gnu","Rbitcoin","0.9.2","KR",44
"2015-01-01","00:59:00",36164,"3.0.2","x86_64","darwin10.8.0","manipulate","1.0.1","KR",45
"2015-01-01","00:59:15",2136636,"3.0.2","x86_64","darwin10.8.0","nlme","3.1-118","CA",46
"2015-01-01","00:59:57",112067,"3.0.2","x86_64","darwin10.8.0","slam","0.1-32","US",10
"2015-01-01","00:59:57",27198,"3.1.1","x86_64","linux-gnu","RColorBrewer","1.1-2","US",10
"2015-01-01","00:59:04",570107,NA,NA,NA,"polywog","0.4-0","CN",9
"2015-01-01","00:59:23",55165,NA,NA,NA,"arm","1.0-26","FR",17
"2015-01-01","00:59:23",41634,NA,NA,NA,"countrycode","0.11","FR",16
"2015-01-01","00:59:50",27200,"3.1.1","x86_64","linux-gnu","RColorBrewer","1.1-2","TW",11
"2015-01-01","00:59:51",148214,"3.1.1","x86_64","linux-gnu","dichromat","2.0-0","TW",11
"2015-01-01","00:59:51",126157,"3.1.1","x86_64","linux-gnu","munsell","0.4.2","TW",11
"2015-01-01","00:59:51",41396,"3.1.1","x86_64","linux-gnu","labeling","0.3","TW",11
"2015-01-01","00:59:52",101865,"3.1.2","x86_64","mingw32","pixmap","0.4-11","TW",11
"2015-01-01","00:59:53",549409,"3.1.1","x86_64","linux-gnu","minqa","1.2.4","TW",11
"2015-01-01","00:59:53",1104040,"3.1.1","x86_64","linux-gnu","nloptr","1.0.4","TW",11
"2015-01-01","00:59:54",2125676,"3.1.1","x86_64","linux-gnu","RcppEigen","0.3.2.3.0","TW",11
"2015-01-01","00:59:54",676710,"3.1.1","x86_64","linux-gnu","lpSolve","5.6.10","TW",11
"2015-01-01","00:59:55",2051169,"3.1.1","x86_64","linux-gnu","kernlab","0.9-19","TW",11
"2015-01-01","00:59:55",162571,"3.1.2","x86_64","mingw32","matrixcalc","1.0-3","TW",11
"2015-01-01","00:59:55",161144,"3.1.1","x86_64","linux-gnu","Formula","1.1-2","TW",11
"2015-01-01","00:59:56",2063044,"3.1.1","x86_64","linux-gnu","latticeExtra","0.6-26","TW",11
"2015-01-01","00:59:56",69768,"3.1.1","x86_64","linux-gnu","acepack","1.3-3.3","TW",11
"2015-01-01","00:59:56",75610,"3.0.2","x86_64","mingw32","stringr","0.6.2","TW",11
"2015-01-01","00:59:57",150230,"3.1.1","x86_64","linux-gnu","digest","0.6.7","TW",11
"2015-01-01","00:59:57",64521,"3.1.2","x86_64","mingw32","gtable","0.1.2","TW",11
"2015-01-01","00:59:57",152316,"3.1.2","x86_64","mingw32","scales","0.2.4","TW",11
"2015-01-01","00:59:57",459039,"3.1.2","x86_64","mingw32","proto","0.3-10","TW",11
"2015-01-01","00:59:18",513,NA,NA,NA,"popRange","1.1.3","CN",40
"2015-01-01","00:59:19",72705,NA,NA,NA,"popRange","1.1.3","CN",40
"2015-01-01","00:59:21",514,NA,NA,NA,"popReconstruct","1.0-4","CN",40
"2015-01-01","00:59:30",345164,NA,NA,NA,"popReconstruct","1.0-4","CN",40
"2015-01-01","00:59:32",514,NA,NA,NA,"popbio","2.4","CN",40
"2015-01-01","00:59:32",514,NA,NA,NA,"popdemo","0.1-4","CN",40
"2015-01-01","00:59:36",185285,NA,NA,NA,"popdemo","0.1-4","CN",40
"2015-01-01","00:59:39",514,NA,NA,NA,"popgen","1.0-3","CN",40
"2015-01-01","00:59:40",106891,NA,NA,NA,"popgen","1.0-3","CN",40
"2015-01-01","00:59:42",514,NA,NA,NA,"popgraph","1.4","CN",40
"2015-01-01","00:59:57",557877,NA,NA,NA,"popgraph","1.4","CN",40
"2015-01-01","00:59:59",514,NA,NA,NA,"poplite","0.99.5","CN",40
